# Simulation 1 (Up to date)
# 1591 data points written for 57 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Corrective moment coefficient (),Damping moment coefficient (​),damping ratio ()
1.339,1914.829,2193.565,-26.139,2193.938,26.141,32.893,0.008,32.893,0.014,40.419,0.382,28.61,-80.6,0.998,0.107,-5.935e-5,-0.02,0.001,581.218,269.4,0.029,1.873e-4,24.542,19.59,3.144,2.007,3.086e7,0,143.206,0.496,0.496,0.246,0.125,0.125,0.019,0.061,4.963e-4,0,0,0,0,-1.435e-5,0.009,1.575,12.57,88.664,-0.39,6.542,3.282,814.908,1093.463,0.005,0.085,6.293e4,1.921,1.383e-6
1.342,1921.114,2191.156,-26.1,2191.53,26.105,33.009,0.008,33.009,0.014,40.461,0.491,28.61,-80.6,0.998,0.121,-5.936e-5,-0.008,0.001,581.218,269.4,0.029,1.873e-4,24.543,19.59,3.145,2.004,3.083e7,0,142.971,0.496,0.496,0.246,0.125,0.125,0.022,0.068,-2.335e-4,0,0,0,0,-2.472e-6,0.009,1.575,12.57,88.65,-0.383,6.582,3.269,814.714,1093.438,0.003,0.085,6.295e4,1.921,1.38e-6
1.344,1926.844,2188.961,-26.062,2189.335,26.067,33.115,0.008,33.115,0.014,40.502,0.482,28.61,-80.6,0.998,0.12,-5.935e-5,0.003,0.001,581.218,269.4,0.029,1.873e-4,24.547,19.59,3.148,2.002,3.079e7,0,142.756,0.497,0.497,0.247,0.125,0.125,0.021,0.067,-3.703e-4,0,0,0,0,2.997e-7,0.009,1.575,12.57,88.647,-0.343,6.619,3.258,814.537,1093.416,0.003,0.085,6.297e4,1.92,1.378e-6
1.347,1932.544,2186.778,-26.022,2187.154,26.025,33.22,0.008,33.22,0.014,40.539,0.386,28.61,-80.6,0.998,0.109,-5.935e-5,0.013,0.001,581.218,269.4,0.029,1.873e-4,24.553,19.59,3.151,2,3.076e7,0,142.541,0.497,0.497,0.247,0.125,0.125,0.019,0.062,3.017e-4,0,0,0,0,6.424e-6,0.009,1.575,12.57,88.655,-0.276,6.656,3.246,814.361,1093.393,0.003,0.085,6.298e4,1.919,1.376e-6
1.35,1938.851,2184.364,-25.976,2184.74,25.976,33.337,0.008,33.337,0.014,40.566,0.191,28.61,-80.6,0.998,0.086,-5.935e-5,0.024,0.002,581.218,269.4,0.029,1.873e-4,24.563,19.59,3.158,1.998,3.072e7,0,142.302,0.497,0.498,0.247,0.125,0.125,0.015,0.049,3.839e-4,0,0,0,0,1.981e-5,0.009,1.575,12.57,88.674,-0.174,6.696,3.234,814.167,1093.368,0.003,0.086,6.3e4,1.917,1.375e-6
1.353,1946.767,2181.337,-25.915,2181.714,25.915,33.485,0.008,33.485,0.014,40.569,0.147,28.61,-80.6,0.998,0.047,-5.932e-5,0.032,0.003,581.218,269.4,0.029,1.873e-4,24.577,19.59,3.167,1.996,3.067e7,0,142.003,0.498,0.498,0.247,0.125,0.125,0.008,0.027,-1.556e-4,0,0,0,0,3.637e-5,0.009,1.575,12.57,88.711,-0.021,6.722,3.218,813.923,1093.337,0.004,0.086,6.302e4,1.916,1.373e-6
1.359,1958.62,2176.809,-25.824,2177.186,25.834,33.705,0.008,33.705,0.013,40.491,0.72,28.61,-80.6,0.998,0.021,-5.908e-5,-0.034,0.005,581.218,269.4,0.029,1.873e-4,24.592,19.59,3.176,1.992,3.06e7,0,141.559,0.499,0.499,0.248,0.125,0.126,0.004,0.012,-2.415e-4,0,0,0,0,-4.094e-5,0.009,1.575,12.57,88.779,0.222,6.758,3.195,813.557,1093.29,0.005,0.086,6.306e4,1.921,1.369e-6
1.367,1976.352,2170.047,-25.697,2170.42,25.731,34.034,0.008,34.034,0.013,40.202,1.315,28.61,-80.6,0.998,0.091,-5.905e-5,-0.016,9.042e-4,581.218,269.4,0.029,1.873e-4,24.59,19.59,3.175,1.985,3.049e7,0,140.899,0.5,0.5,0.248,0.125,0.126,0.016,0.052,-2.351e-4,0,0,0,0,-8.704e-6,0.009,1.575,12.57,88.857,0.445,6.812,3.16,813.01,1093.221,0.008,0.087,6.311e4,1.923,1.359e-6
1.37,1983.223,2167.431,-25.65,2167.801,25.691,34.161,0.008,34.161,0.013,40.056,1.46,28.61,-80.6,0.998,0.108,-5.932e-5,-0.004,8.718e-4,581.218,269.4,0.029,1.873e-4,24.592,19.59,3.176,1.983,3.044e7,0,140.645,0.5,0.5,0.249,0.125,0.126,0.02,0.062,4.445e-4,0,0,0,0,-6.294e-7,0.009,1.575,12.57,88.869,0.441,6.834,3.146,812.798,1093.194,0.003,0.087,6.312e4,1.923,1.356e-6
1.373,1989.544,2165.025,-25.609,2165.393,25.649,34.278,0.008,34.278,0.013,39.92,1.43,28.61,-80.6,0.998,0.105,-5.934e-5,0.007,9.658e-4,581.218,269.4,0.029,1.873e-4,24.597,19.59,3.179,1.981,3.041e7,0,140.409,0.5,0.5,0.249,0.125,0.126,0.019,0.06,7.815e-5,0,0,0,0,1.774e-6,0.009,1.575,12.57,88.867,0.387,6.853,3.134,812.603,1093.169,0.003,0.087,6.314e4,1.922,1.354e-6
1.376,1996.016,2162.562,-25.569,2162.928,25.602,34.397,0.008,34.397,0.013,39.788,1.302,28.61,-80.6,0.998,0.09,-5.933e-5,0.017,0.001,581.218,269.4,0.029,1.873e-4,24.605,19.59,3.184,1.979,3.037e7,0,140.166,0.501,0.501,0.249,0.125,0.126,0.016,0.052,4.927e-4,0,0,0,0,1.091e-5,0.009,1.575,12.57,88.854,0.288,6.873,3.121,812.403,1093.143,0.003,0.088,6.316e4,1.921,1.352e-6
1.38,2003.5,2159.716,-25.524,2160.08,25.546,34.535,0.008,34.535,0.013,39.656,1.054,28.61,-80.6,0.998,0.061,-5.934e-5,0.027,0.001,581.218,269.4,0.029,1.873e-4,24.617,19.59,3.192,1.976,3.032e7,0,139.886,0.501,0.501,0.249,0.125,0.127,0.011,0.035,-5.085e-5,0,0,0,0,2.575e-5,0.009,1.575,12.57,88.826,0.141,6.896,3.106,812.172,1093.114,0.003,0.088,6.318e4,1.918,1.35e-6
1.385,2014.627,2155.486,-25.461,2155.848,25.468,34.739,0.008,34.739,0.013,39.521,0.581,28.61,-80.6,0.998,0.006,-5.915e-5,0.029,0.015,581.218,269.4,0.029,1.873e-4,24.637,19.59,3.205,1.972,3.025e7,0,139.471,0.502,0.502,0.25,0.125,0.127,0.001,0.003,2.827e-4,0,0,0,0,3.029e-5,0.009,1.575,12.57,88.77,-0.083,6.93,3.084,811.829,1093.07,0.005,0.088,6.321e4,1.923,1.347e-6
1.392,2031.275,2149.161,-25.367,2149.523,25.367,35.044,0.008,35.044,0.014,39.466,0.067,28.61,-80.6,0.998,0.068,-5.932e-5,-0.022,0.001,581.218,269.4,0.029,1.873e-4,24.636,19.59,3.204,1.967,3.015e7,0,138.856,0.503,0.503,0.25,0.125,0.127,0.012,0.04,-2.497e-4,0,0,0,0,-1.729e-5,0.009,1.575,12.57,88.688,-0.299,6.982,3.051,811.315,1093.004,0.008,0.089,6.326e4,1.925,1.339e-6
1.397,2040.425,2145.687,-25.313,2146.051,25.315,35.213,0.008,35.213,0.014,39.492,0.263,28.61,-80.6,0.998,0.095,-5.934e-5,-0.01,9.966e-4,581.218,269.4,0.029,1.873e-4,24.637,19.59,3.205,1.964,3.01e7,0,138.519,0.503,0.503,0.251,0.125,0.127,0.017,0.055,2.925e-4,0,0,0,0,-3.347e-6,0.009,1.575,12.57,88.663,-0.318,7.01,3.033,811.033,1092.968,0.004,0.089,6.329e4,1.925,1.334e-6
1.4,2047.574,2142.974,-25.267,2143.339,25.269,35.344,0.008,35.344,0.014,39.522,0.278,28.61,-80.6,0.998,0.097,-5.935e-5,0.002,9.606e-4,581.218,269.4,0.029,1.873e-4,24.642,19.59,3.208,1.961,3.005e7,0,138.255,0.504,0.504,0.251,0.126,0.127,0.018,0.056,1.685e-4,0,0,0,0,1.41e-7,0.009,1.575,12.57,88.659,-0.284,7.032,3.019,810.813,1092.94,0.003,0.089,6.331e4,1.925,1.332e-6
1.403,2054.588,2140.314,-25.22,2140.679,25.22,35.474,0.008,35.474,0.014,39.546,0.183,28.61,-80.6,0.998,0.086,-5.935e-5,0.012,0.001,581.218,269.4,0.029,1.873e-4,24.649,19.59,3.212,1.959,3.001e7,0,137.995,0.504,0.504,0.251,0.126,0.128,0.016,0.05,1.687e-4,0,0,0,0,5.721e-6,0.009,1.575,12.57,88.668,-0.212,7.042,3.005,810.596,1092.912,0.003,0.09,6.333e4,1.923,1.329e-6
1.407,2062.465,2137.329,-25.163,2137.695,25.163,35.619,0.008,35.619,0.013,39.556,0.038,28.61,-80.6,0.998,0.06,-5.937e-5,0.022,0.001,581.218,269.4,0.029,1.873e-4,24.66,19.59,3.22,1.956,2.996e7,0,137.703,0.505,0.505,0.251,0.126,0.128,0.011,0.036,-1.36e-4,0,0,0,0,1.804e-5,0.009,1.575,12.57,88.691,-0.098,7.054,2.989,810.353,1092.881,0.004,0.09,6.335e4,1.921,1.327e-6
1.412,2073.691,2133.08,-25.081,2133.446,25.085,35.827,0.008,35.827,0.013,39.515,0.453,28.61,-80.6,0.998,0.01,-5.933e-5,0.027,0.008,581.218,269.4,0.029,1.873e-4,24.679,19.59,3.231,1.952,2.989e7,0,137.288,0.505,0.505,0.252,0.126,0.128,0.002,0.006,-4.019e-4,0,0,0,0,2.743e-5,0.008,1.575,12.57,88.74,0.099,7.07,2.967,810.007,1092.837,0.005,0.09,6.338e4,1.924,1.325e-6
1.42,2090.487,2126.732,-24.961,2127.095,24.982,36.138,0.008,36.138,0.013,39.316,1.021,28.61,-80.6,0.998,0.059,-5.916e-5,-0.019,0.001,581.218,269.4,0.029,1.873e-4,24.681,19.59,3.232,1.947,2.979e7,0,136.672,0.506,0.506,0.252,0.126,0.128,0.011,0.035,1.793e-4,0,0,0,0,-1.407e-5,0.008,1.575,12.57,88.814,0.33,7.094,2.934,809.489,1092.771,0.008,0.091,6.343e4,1.926,1.317e-6
1.425,2101.005,2122.762,-24.889,2123.123,24.92,36.332,0.008,36.332,0.013,39.129,1.238,28.61,-80.6,0.998,0.086,-5.929e-5,-0.007,7.878e-4,581.218,269.4,0.029,1.873e-4,24.683,19.59,3.234,1.943,2.973e7,0,136.288,0.507,0.507,0.253,0.126,0.129,0.016,0.051,4.797e-4,0,0,0,0,-1.767e-6,0.008,1.575,12.57,88.839,0.36,7.109,2.913,809.164,1092.73,0.005,0.091,6.346e4,1.926,1.312e-6
1.429,2108.729,2119.849,-24.839,2120.208,24.87,36.475,0.008,36.475,0.013,38.982,1.239,28.61,-80.6,0.998,0.086,-5.932e-5,0.004,7.916e-4,581.218,269.4,0.029,1.873e-4,24.688,19.59,3.237,1.94,2.968e7,0,136.005,0.508,0.508,0.253,0.126,0.129,0.016,0.051,3.987e-4,0,0,0,0,7.286e-7,0.008,1.575,12.57,88.84,0.314,7.12,2.897,808.926,1092.699,0.004,0.091,6.348e4,1.926,1.309e-6
1.432,2116.507,2116.918,-24.792,2117.274,24.817,36.618,0.009,36.618,0.013,38.842,1.116,28.61,-80.6,0.998,0.072,-5.933e-5,0.015,0.001,581.218,269.4,0.029,1.873e-4,24.696,19.59,3.242,1.938,2.964e7,0,135.719,0.508,0.508,0.253,0.126,0.129,0.013,0.043,-1.029e-4,0,0,0,0,8.108e-6,0.008,1.575,12.57,88.827,0.217,7.132,2.882,808.686,1092.669,0.004,0.092,6.35e4,1.924,1.307e-6
1.437,2125.787,2113.422,-24.737,2113.776,24.752,36.788,0.009,36.788,0.013,38.703,0.851,28.61,-80.6,0.998,0.04,-5.931e-5,0.023,0.002,581.218,269.4,0.029,1.873e-4,24.71,19.59,3.251,1.935,2.958e7,0,135.379,0.509,0.509,0.254,0.126,0.129,0.007,0.024,5.973e-5,0,0,0,0,2.059e-5,0.008,1.575,12.57,88.797,0.062,7.145,2.864,808.4,1092.632,0.004,0.092,6.353e4,1.923,1.304e-6
1.443,2139.68,2108.192,-24.658,2108.545,24.661,37.042,0.009,37.042,0.014,38.576,0.369,28.61,-80.6,0.998,0.019,-5.919e-5,-0.025,0.003,581.218,269.4,0.029,1.873e-4,24.724,19.59,3.26,1.93,2.95e7,0,134.871,0.509,0.509,0.254,0.126,0.13,0.004,0.011,3.928e-4,0,0,0,0,-2.354e-5,0.008,1.575,12.57,88.736,-0.156,7.165,2.836,807.971,1092.577,0.007,0.092,6.357e4,1.927,1.3e-6
1.453,2160.453,2100.379,-24.535,2100.733,24.535,37.422,0.009,37.422,0.014,38.555,0.054,28.61,-80.6,0.998,0.067,-5.897e-5,-0.006,4.728e-4,581.218,269.4,0.029,1.873e-4,24.728,19.59,3.262,1.923,2.937e7,0,134.117,0.511,0.511,0.255,0.126,0.13,0.012,0.041,-1.859e-4,0,0,0,0,-1.367e-6,0.008,1.575,12.57,88.674,-0.273,7.208,2.795,807.33,1092.495,0.01,0.092,6.363e4,1.927,1.291e-6
1.457,2169.001,2097.167,-24.482,2097.522,24.483,37.58,0.009,37.58,0.014,38.57,0.105,28.61,-80.6,0.998,0.076,-5.931e-5,0.005,6.483e-4,581.218,269.4,0.029,1.873e-4,24.732,19.59,3.265,1.92,2.932e7,0,133.806,0.511,0.511,0.255,0.126,0.13,0.014,0.046,4.183e-5,0,0,0,0,7.934e-7,0.008,1.575,12.57,88.673,-0.234,7.237,2.778,807.066,1092.462,0.004,0.093,6.365e4,1.926,1.288e-6
1.462,2177.828,2093.853,-24.423,2094.208,24.423,37.742,0.009,37.742,0.014,38.575,0.056,28.61,-80.6,0.998,0.058,-5.93e-5,0.015,8.736e-4,581.218,269.4,0.029,1.873e-4,24.742,19.59,3.271,1.917,2.927e7,0,133.485,0.512,0.512,0.256,0.126,0.13,0.011,0.035,3.401e-4,0,0,0,0,8.196e-6,0.008,1.575,12.57,88.688,-0.147,7.266,2.76,806.794,1092.427,0.004,0.093,6.368e4,1.924,1.285e-6
1.467,2189.365,2089.526,-24.342,2089.882,24.344,37.955,0.009,37.955,0.013,38.538,0.372,28.61,-80.6,0.998,0.018,-5.923e-5,0.022,0.002,581.218,269.4,0.029,1.873e-4,24.758,19.59,3.281,1.913,2.92e7,0,133.066,0.512,0.512,0.256,0.126,0.131,0.003,0.012,-1.726e-4,0,0,0,0,1.82e-5,0.008,1.575,12.57,88.726,0.014,7.304,2.738,806.438,1092.382,0.006,0.093,6.371e4,1.926,1.282e-6
1.475,2206.625,2083.063,-24.222,2083.416,24.237,38.273,0.009,38.273,0.013,38.365,0.858,28.61,-80.6,0.998,0.042,-5.922e-5,-0.017,8.57e-4,581.218,269.4,0.029,1.873e-4,24.765,19.59,3.286,1.907,2.909e7,0,132.443,0.513,0.513,0.257,0.126,0.131,0.008,0.026,-1.943e-4,0,0,0,0,-1.075e-5,0.008,1.575,12.57,88.789,0.237,7.362,2.703,805.906,1092.314,0.008,0.094,6.376e4,1.928,1.276e-6
1.482,2220.897,2077.727,-24.127,2078.078,24.151,38.535,0.009,38.535,0.013,38.141,1.069,28.61,-80.6,0.998,0.069,-5.924e-5,-0.003,3.772e-4,581.218,269.4,0.029,1.873e-4,24.769,19.59,3.288,1.903,2.901e7,0,131.93,0.514,0.514,0.257,0.126,0.131,0.013,0.042,-1.834e-4,0,0,0,0,-3.507e-7,0.008,1.575,12.57,88.815,0.283,7.41,2.675,805.465,1092.257,0.007,0.094,6.38e4,1.928,1.27e-6
1.487,2230.288,2074.22,-24.069,2074.568,24.091,38.708,0.009,38.708,0.013,37.984,1.038,28.61,-80.6,0.998,0.065,-5.931e-5,0.008,4.788e-4,581.218,269.4,0.029,1.873e-4,24.776,19.59,3.293,1.9,2.895e7,0,131.591,0.515,0.515,0.257,0.126,0.132,0.012,0.04,3.823e-4,0,0,0,0,2.473e-6,0.008,1.575,12.57,88.811,0.226,7.441,2.657,805.176,1092.22,0.005,0.094,6.383e4,1.927,1.267e-6
1.492,2240.476,2070.418,-24.008,2070.764,24.023,38.894,0.009,38.894,0.013,37.834,0.844,28.61,-80.6,0.998,0.041,-5.935e-5,0.017,7.344e-4,581.218,269.4,0.029,1.873e-4,24.789,19.59,3.301,1.896,2.889e7,0,131.224,0.515,0.515,0.258,0.126,0.132,0.008,0.026,-3.627e-4,0,0,0,0,1.179e-5,0.008,1.575,12.57,88.787,0.108,7.476,2.636,804.861,1092.18,0.005,0.095,6.385e4,1.927,1.263e-6
1.499,2255.724,2064.732,-23.921,2065.076,23.925,39.172,0.009,39.172,0.014,37.684,0.428,28.61,-80.6,0.998,0.011,-5.926e-5,-0.02,0.003,581.218,269.4,0.029,1.873e-4,24.807,19.59,3.313,1.891,2.88e7,0,130.677,0.516,0.516,0.258,0.126,0.132,0.002,0.007,3.094e-4,0,0,0,0,-1.59e-5,0.008,1.575,12.57,88.733,-0.093,7.527,2.606,804.391,1092.12,0.007,0.095,6.39e4,1.931,1.258e-6
1.51,2278.516,2056.242,-23.786,2056.586,23.786,39.589,0.009,39.589,0.014,37.631,0.093,28.61,-80.6,0.998,0.053,-5.909e-5,-0.003,3.695e-4,581.218,269.4,0.029,1.873e-4,24.816,19.59,3.318,1.883,2.867e7,0,129.862,0.518,0.518,0.259,0.126,0.133,0.01,0.033,-2.446e-4,0,0,0,0,-2.53e-7,0.008,1.575,12.57,88.679,-0.206,7.467,2.561,803.688,1092.03,0.011,0.095,6.396e4,1.932,1.248e-6
1.515,2288.664,2052.466,-23.724,2052.811,23.724,39.775,0.009,39.775,0.014,37.632,0.041,28.61,-80.6,0.998,0.06,-5.925e-5,0.007,4.813e-4,581.218,269.4,0.029,1.873e-4,24.822,19.59,3.322,1.88,2.861e7,0,129.5,0.518,0.518,0.26,0.126,0.133,0.011,0.038,9.983e-6,0,0,0,0,2.071e-6,0.008,1.575,12.57,88.682,-0.158,7.435,2.541,803.375,1091.99,0.005,0.096,6.399e4,1.932,1.244e-6
1.52,2299.574,2048.411,-23.651,2048.756,23.652,39.975,0.009,39.975,0.013,37.613,0.22,28.61,-80.6,0.998,0.036,-5.923e-5,0.016,9.897e-4,581.218,269.4,0.029,1.873e-4,24.836,19.59,3.331,1.876,2.854e7,0,129.11,0.519,0.519,0.26,0.126,0.133,0.007,0.023,5.34e-5,0,0,0,0,1.031e-5,0.008,1.575,12.57,88.705,-0.054,7.399,2.519,803.038,1091.947,0.005,0.096,6.402e4,1.932,1.24e-6
1.528,2315.898,2042.352,-23.54,2042.697,23.548,40.275,0.009,40.275,0.013,37.502,0.62,28.61,-80.6,0.998,0.015,-5.909e-5,-0.018,0.002,581.218,269.4,0.029,1.873e-4,24.853,19.59,3.342,1.871,2.845e7,0,128.529,0.52,0.52,0.26,0.126,0.134,0.003,0.01,-2.434e-4,0,0,0,0,-1.287e-5,0.008,1.575,12.57,88.759,0.138,7.346,2.487,802.535,1091.883,0.008,0.096,6.407e4,1.935,1.235e-6
1.54,2340.293,2033.317,-23.384,2033.657,23.399,40.722,0.009,40.722,0.013,37.174,0.833,28.61,-80.6,0.998,0.043,-5.889e-5,3.906e-4,2.577e-4,581.218,269.4,0.029,1.873e-4,24.865,19.59,3.35,1.863,2.83e7,0,127.664,0.522,0.522,0.261,0.126,0.134,0.008,0.027,2.091e-4,0,0,0,0,6.281e-9,0.008,1.575,12.57,88.805,0.225,7.267,2.439,801.782,1091.787,0.012,0.097,6.414e4,1.936,1.225e-6
1.546,2351.607,2029.133,-23.313,2029.47,23.329,40.928,0.01,40.928,0.013,37.011,0.844,28.61,-80.6,0.998,0.044,-5.922e-5,0.009,4.783e-4,581.218,269.4,0.029,1.873e-4,24.873,19.59,3.355,1.859,2.824e7,0,127.264,0.522,0.522,0.262,0.126,0.134,0.009,0.029,3.883e-4,0,0,0,0,3.465e-6,0.008,1.575,12.57,88.796,0.149,7.23,2.416,801.433,1091.743,0.006,0.097,6.417e4,1.934,1.221e-6
1.553,2365.957,2023.831,-23.23,2024.166,23.237,41.19,0.01,41.19,0.013,36.851,0.56,28.61,-80.6,0.998,0.009,-5.918e-5,0.015,0.002,581.218,269.4,0.029,1.873e-4,24.892,19.59,3.366,1.854,2.815e7,0,126.757,0.523,0.523,0.262,0.126,0.135,0.002,0.006,3.757e-4,0,0,0,0,9.771e-6,0.008,1.575,12.57,88.761,-0.008,7.199,2.388,800.99,1091.686,0.007,0.097,6.421e4,1.937,1.216e-6
1.564,2387.413,2015.912,-23.106,2016.247,23.107,41.581,0.01,41.581,0.014,36.739,0.214,28.61,-80.6,0.998,0.036,-5.921e-5,-0.007,6.223e-4,581.218,269.4,0.029,1.873e-4,24.902,19.59,3.373,1.847,2.803e7,0,126.002,0.524,0.524,0.263,0.126,0.135,0.007,0.023,-4.214e-4,0,0,0,0,-2.204e-6,0.008,1.575,12.57,88.708,-0.171,7.187,2.345,800.328,1091.601,0.011,0.098,6.427e4,1.939,1.208e-6
1.571,2402.292,2010.428,-23.016,2010.763,23.016,41.852,0.01,41.852,0.014,36.712,0.135,28.61,-80.6,0.998,0.046,-5.922e-5,0.003,2.91e-4,581.218,269.4,0.029,1.873e-4,24.91,19.59,3.378,1.842,2.794e7,0,125.48,0.525,0.525,0.264,0.126,0.136,0.009,0.031,-3.374e-4,0,0,0,0,4.08e-7,0.008,1.575,12.57,88.702,-0.146,7.179,2.316,799.869,1091.543,0.007,0.098,6.432e4,1.938,1.202e-6
1.578,2416.071,2005.356,-22.927,2005.692,22.929,42.104,0.01,42.104,0.014,36.669,0.296,28.61,-80.6,0.998,0.025,-5.917e-5,0.012,5.93e-4,581.218,269.4,0.029,1.873e-4,24.925,19.59,3.387,1.838,2.786e7,0,124.997,0.526,0.526,0.264,0.126,0.136,0.005,0.016,1.538e-4,0,0,0,0,5.984e-6,0.008,1.575,12.57,88.723,-0.039,7.172,2.288,799.444,1091.489,0.007,0.098,6.436e4,1.939,1.198e-6
1.588,2436.674,1997.786,-22.793,1998.119,22.802,42.48,0.01,42.48,0.013,36.504,0.647,28.61,-80.6,0.998,0.021,-5.92e-5,-0.01,6.891e-4,581.218,269.4,0.029,1.873e-4,24.94,19.59,3.397,1.831,2.774e7,0,124.278,0.528,0.528,0.265,0.126,0.137,0.004,0.014,-8.379e-5,0,0,0,0,-4.334e-6,0.008,1.575,12.57,88.773,0.142,7.161,2.248,798.809,1091.407,0.01,0.099,6.441e4,1.94,1.191e-6
1.601,2462.311,1988.386,-22.636,1988.715,22.646,42.948,0.01,42.948,0.013,36.184,0.658,28.61,-80.6,0.998,0.023,-5.914e-5,0.005,1.76e-4,581.218,269.4,0.029,1.873e-4,24.958,19.59,3.408,1.822,2.759e7,0,123.385,0.529,0.529,0.266,0.126,0.137,0.005,0.016,-3.78e-5,0,0,0,0,9.657e-7,0.008,1.575,12.57,88.789,0.129,7.147,2.197,798.018,1091.306,0.013,0.099,6.449e4,1.94,1.182e-6
1.609,2479.244,1982.188,-22.536,1982.515,22.542,43.256,0.01,43.256,0.014,36.003,0.539,28.61,-80.6,0.998,0.008,-5.916e-5,0.011,0.001,581.218,269.4,0.029,1.873e-4,24.973,19.59,3.418,1.817,2.749e7,0,122.798,0.53,0.53,0.266,0.126,0.138,0.002,0.005,3.027e-4,0,0,0,0,5.148e-6,0.008,1.575,12.57,88.761,0.004,7.142,2.163,797.495,1091.24,0.009,0.099,6.454e4,1.942,1.177e-6
1.622,2504.546,1972.941,-22.388,1973.267,22.39,43.715,0.01,43.715,0.014,35.861,0.287,28.61,-80.6,0.998,0.024,-5.907e-5,-0.002,2.875e-4,581.218,269.4,0.029,1.873e-4,24.987,19.59,3.427,1.809,2.735e7,0,121.923,0.532,0.532,0.267,0.126,0.138,0.005,0.016,-2.056e-4,0,0,0,0,-1.734e-7,0.008,1.575,12.57,88.718,-0.1,7.133,2.113,796.715,1091.14,0.013,0.099,6.461e4,1.943,1.168e-6
1.632,2523.073,1966.182,-22.276,1966.508,22.278,44.052,0.01,44.052,0.014,35.796,0.285,28.61,-80.6,0.998,0.025,-5.906e-5,0.005,3.428e-4,581.218,269.4,0.029,1.873e-4,24.999,19.59,3.435,1.803,2.724e7,0,121.285,0.533,0.533,0.268,0.126,0.139,0.005,0.017,1.907e-4,0,0,0,0,1.263e-6,0.008,1.575,12.57,88.722,-0.04,7.127,2.076,796.143,1091.067,0.009,0.1,6.466e4,1.944,1.162e-6
1.643,2545.78,1957.914,-22.133,1958.238,22.14,44.466,0.011,44.466,0.014,35.643,0.548,28.61,-80.6,0.998,0.01,-5.898e-5,-0.007,3.053e-4,581.218,269.4,0.029,1.873e-4,25.02,19.59,3.448,1.795,2.711e7,0,120.505,0.534,0.534,0.269,0.126,0.139,0.002,0.007,-1.46e-4,0,0,0,0,-2.377e-6,0.008,1.575,12.57,88.761,0.078,7.12,2.032,795.443,1090.978,0.012,0.1,6.473e4,1.948,1.154e-6
1.661,2579.662,1945.61,-21.934,1945.93,21.938,45.081,0.011,45.081,0.014,35.281,0.404,28.61,-80.6,0.998,0.008,-5.876e-5,-0.007,4.263e-5,581.218,269.4,0.029,1.873e-4,25.048,19.59,3.465,1.784,2.692e7,0,119.35,0.537,0.537,0.27,0.126,0.14,0.002,0.006,-1.648e-4,0,0,0,0,-2.294e-6,0.008,1.575,12.57,88.771,0.025,7.083,1.964,794.425,1090.844,0.017,0.1,6.483e4,1.952,1.141e-6
1.678,2612.633,1933.668,-21.74,1933.985,21.742,45.679,0.011,45.679,0.014,35.038,0.344,28.61,-80.6,0.998,0.015,-5.894e-5,0.003,1.771e-4,581.218,269.4,0.029,1.873e-4,25.072,19.59,3.481,1.773,2.673e7,0,118.237,0.539,0.539,0.271,0.127,0.141,0.003,0.011,2.792e-4,0,0,0,0,3.16e-7,0.008,1.575,12.57,88.738,-0.038,7.031,1.899,793.457,1090.714,0.017,0.101,6.493e4,1.957,1.128e-6
1.698,2652.343,1919.329,-21.498,1919.644,21.509,46.399,0.011,46.399,0.014,34.776,0.688,28.61,-80.6,0.998,0.032,-5.916e-5,-4.37e-4,3.284e-4,581.218,269.4,0.029,1.873e-4,25.1,19.59,3.499,1.76,2.651e7,0,116.902,0.541,0.541,0.273,0.127,0.142,0.007,0.023,3.617e-4,0,0,0,0,-8.826e-9,0.008,1.575,12.57,88.756,0.049,6.968,1.82,792.292,1090.558,0.021,0.101,6.504e4,1.964,1.113e-6
